,title,singer,id,Genre,Lyric
11086,GỬI EM NGƯỜI ANH THƯƠNG,Trịnh Thiên Ân,134070.0,"Việt Nam, V-Pop","Kể từ khi ánh mắt của em 
 Lạc vào trong trái tim của anh 
 Là kể từ khi đó 
 Thế giới trong anh có em. 
 Kể từ khi nụ cười của em 
 In hằn sâu vào trong giấc mơ 
 Anh đã biết được 
 Là mình sẽ thuộc về nhau 
 Em đã đến và 
 Khiến anh thay đổi 
 Cô đơn không là thói quen.. 
 Đã có người kế bên 
 Chia sẻ tâm tư của anh 
 Và tình yêu của anh giờ đây 
 Theo thời gian 
 Ngày càng lớn thêm 
 Anh cảm ơn cuộc đời 
 Đã cho anh gặp em .. 
 Dẫu thế giới kia đổi thay 
 Xin em đừng lo .. 
 Vì còn có anh 
 Bên cạnh em người ơi .. 
 Vì còn có một người 
 Sớt chia những lúc em buồn.. 
 Hãy nắm đôi tay cùng anh 
 đi trên con đường yêu 
 Hãy cùng lắng nghe 
 Từng nhịp đập nơi tim anh 
 Cuối nơi chân trời em sẽ 
 Vẫn mãi luôn 
 Là người anh thương.. 
 Và em đã đến đã 
 Khiến anh thay đổi 
 Cô đơn không là thói quen.. 
 Đã có người kế bên 
 Chia sẻ tâm tư của anh 
 Và tình yêu của anh giờ đây 
 Theo thời gian 
 Ngày càng lớn thêm 
 Anh cảm ơn cuộc đời 
 Đã cho anh gặp em .. 
 Dẫu thế giới kia đổi thay 
 Xin em đừng lo .. 
 Vì còn có anh 
 Bên cạnh em người ơi .. 
 Vì còn có một người 
 Sớt chia những lúc em buồn.. 
 Hãy nắm đôi tay cùng anh 
 đi trên con đường yêu 
 Hãy cùng lắng nghe 
 Từng nhịp đập nơi tim anh 
 Cuối nơi chân trời em sẽ 
 Vẫn mãi luôn 
 Là người anh thương.. 
 Dẫu thế giới kia đổi thay 
 Xin em đừng lo .. 
 Vì còn có anh 
 Bên cạnh em người ơi .. 
 Vì còn có một người 
 Sớt chia những lúc em buồn.. 
 Hãy nắm đôi tay cùng anh 
 Đi trên con đường yêu 
 Hãy cùng lắng nghe 
 Từng nhịp đập nơi tim anh 
 Cuối nơi chân trời em sẽ 
 Vẫn mãi luôn 
 Là người anh thương.. 
 Vì người thương"
11087,HOA BỈ NGẠN,GAVIN & LIGHTA,134071.0,"Việt Nam, V-Pop",
11088,Họ Tốt Hơn Anh Không (Tone Nữ),Trương Khải Minh,134072.0,"Việt Nam, V-Pop","Và giá như chưa từng yêu 
 Thì giờ đâu có đớn đau nhiều 
 Người ta trao em tiếng yêu 
 Bằng vật chất xa hoa mĩ miều 
 Còn anh chẳng biết nuông chiều 
 Để người ấy bước vào chỗ thiếu 
 Ngày em buông xuôi hết tất cả 
 Là mọi thứ trong anh gục ngã 
 Giờ anh hiểu ra một điều 
 Yêu em thật nhiều nhận lại cô liêu 
 Hạnh phúc bấy lâu em chờ 
 Giờ được ấm êm như em đã từng mơ 
 Họ có tốt hơn anh không 
 Hay chỉ là khiến em đau lòng 
 Đừng đến bên anh làm chi 
 Rồi tìm cách nói lời chia ly 
 Và giá như chưa từng yêu 
 Thì giờ đâu có đớn đau 
 Người ta trao em tiếng yêu 
 Bằng vật chất xa hoa mĩ miều 
 Còn anh chẳng biết nuông chiều 
 Để người ấy bước vào chỗ thiếu 
 Ngày em buông xuôi hết tất cả 
 Là mọi thứ trong anh gục ngã 
 Giờ anh hiểu ra một điều 
 Yêu em thật nhiều nhận lại cô liêu 
 Hạnh phúc bấy lâu em chờ 
 Giờ được ấm êm như em đã từng mơ 
 Họ có tốt hơn anh không 
 Hay chỉ là khiến em đau lòng 
 Ngày em buông xuôi hết tất cả 
 Là mọi thứ trong anh vỡ òa 
 Giờ anh hiểu ra một điều 
 Yêu em thật nhiều nhận lại cô liêu 
 Hạnh phúc bấy lâu em chờ 
 Giờ được ấm êm như em đã từng mơ 
 Họ có tốt hơn anh không 
 Hay chỉ là khiến em đau lòng 
 Họ có tốt hơn anh không 
 Hay chỉ là khiến em đau lòng"
11089,Không Trọn Vẹn Nữa (Tone Nữ),Châu Khải Phong,134075.0,"Việt Nam, V-Pop","Cũng đã đến lúc 
 Kết thúc em à 
 Em đã thay đổi đã lừa dối 
 Tình cảm bấy lâu 
 Có lẽ thâm tâm 
 Em chẳng muốn vậy đâu 
 Anh thấy nhớ em nhớ vòng tay 
 Nhớ khoảnh khắc từng đắm say 
 Nhớ những chiều mưa 
 Vui đùa dưới mái tranh êm dịu bình yên 
 Thương em nhiều lắm 
 Thương tấm thân gầy mòn xơ xác lụi tàn 
 Thấy em đớn đau 
 Anh đâu chịu được nổi 
 Hôm qua em còn nơi đó 
 Hôm nay tan về nơi đâu 
 Anh chơi vơi giữa đêm thâu 
 Hỡi thế gian sao lắm u sầu 
 Cô ấy là cả thế giới 
 Là cả bầu trời tương lai 
 Mai này chẳng còn một ai 
 Bên cạnh anh lắng lo mỗi ngày 
 Kiếp này cho anh xin lỗi 
 Chẳng thể bước đi cùng em 
 Đi hết cuộc đời để xem 
 Mối lương duyên liệu có an bài 
 Tình yêu không trọn vẹn nữa 
 Anh đem cất giấu vào tim 
 Kiếp sau có duyên gặp lại 
 Anh chẳng để lạc mất em đâu 
 Anh thấy nhớ em nhớ vòng tay 
 Nhớ khoảnh khắc từng đắm say 
 Nhớ những chiều mưa 
 Vui đùa dưới mái tranh êm dịu bình yên 
 Thương em nhiều lắm 
 Thương tấm thân gầy mòn xơ xác lụi tàn 
 Thấy em đớn đau 
 Anh đâu chịu được nổi 
 Hôm qua em còn nơi đó 
 Hôm nay tan về nơi đâu 
 Anh chơi vơi giữa đêm thâu 
 Hỡi thế gian sao lắm u sầu 
 Cô ấy là cả thế giới 
 Là cả bầu trời tương lai 
 Mai này chẳng còn một ai 
 Bên cạnh anh lắng lo mỗi ngày 
 Kiếp này cho anh xin lỗi 
 Chẳng thể bước đi cùng em 
 Đi hết cuộc đời để xem 
 Mối lương duyên liệu có an bài 
 Tình yêu không trọn vẹn nữa 
 Anh đem cất giấu vào tim 
 Kiếp sau có duyên gặp lại 
 Anh chẳng để lạc mất em đâu 
 Hôm qua em còn nơi đó 
 Hôm nay tan về nơi đâu 
 Anh chơi vơi giữa đêm thâu 
 Hỡi thế gian sao lắm u sầu 
 Cô ấy là cả thế giới 
 Là cả bầu trời tương lai 
 Mai này chẳng còn một ai 
 Bên cạnh anh để lo lắng 
 Kiếp này cho anh xin lỗi 
 Chẳng thể bước đi cùng em 
 Đi hết cuộc đời để xem 
 Mối lương duyên liệu có an bài 
 Tình yêu không trọn vẹn nữa 
 Anh đem cất giấu vào tim 
 Kiếp sau có duyên gặp lại 
 Anh chẳng để lạc mất em đâu 
 Kiếp sau có duyên gặp lại 
 Anh chẳng để lạc mất em đâu"
11090,Liên khúc Quê Hương Ba Miền,Dương Hồng Loan,134076.0,,
11091,LK Mây Lang Thang,Dương Hồng Loan & Quách Thành Danh,134077.0,,
11092,Mùa Xuân Đó Có Em,Quang Lập,134083.0,"Việt Nam, Nhạc Trữ Tình","Nếu chiều nay 
 Lỗi hẹn không về 
 Thì xuân năm nay 
 Xuân sẽ buồn 
 Sẽ buồn hơn 
 Mấy cội mai già 
 Và mùa xuân 
 Quên mặc áo mới 
 Hẹn hò xa xưa 
 Còn nguyên tất cả 
 Dành cho em 
 Tình yêu rất lạ 
 Dù sao anh cũng về 
 Mộng xưa đã chín đỏ 
 Bàn tay nâng niu hoa cúc 
 Bàn tay hiu hắt 
 Giọt lệ sầu 
 Em có nghe 
 Trời vào xuân chưa 
 Bên sông từng giọt nắng chiều 
 Chợt lưa thưa 
 Và mùa xuân đó 
 Có em thì xuân rất đẹp 
 Anh không biết 
 Xuân về lúc nào 
 Lời tình đong đưa theo gió 
 Mình yêu nhau 
 Mấy tuổi xuân rồi 
 Nếu 
 Nếu chiều nay 
 Lỗi hẹn không về 
 Thì xuân năm nay 
 Xuân sẽ buồn 
 Sẽ buồn hơn 
 Mấy cội mai già 
 Và mùa xuân 
 Quên mặc áo mới 
 Hẹn hò xa xưa 
 Còn nguyên tất cả 
 Dành cho em 
 Tình yêu rất lạ 
 Dù sao anh cũng về 
 Mộng xưa đã chín đỏ 
 Bàn tay nâng niu hoa cúc 
 Bàn tay hiu hắt 
 Giọt lệ sầu 
 Em có nghe 
 Trời vào xuân chưa 
 Bên sông từng giọt nắng chiều 
 Chợt lưa thưa 
 Và mùa xuân đó 
 Có em thì xuân rất đẹp 
 Anh không biết 
 Xuân về lúc nào 
 Lời tình đong đưa theo gió 
 Mình yêu nhau 
 Mấy tuổi xuân rồi 
 Lời tình đong đưa theo gió 
 Mình yêu nhau 
 Mấy tuổi xuân rồi 
 Lời tình đong đưa theo gió 
 Mình yêu nhau 
 Mấy tuổi xuân rồi"
11093,Một Đời Yêu Anh,Hồng Ngọc,134086.0,,
11094,Ngày Đá Đơm Bông,Dương Hồng Loan,134087.0,"Việt Nam, Nhạc Trữ Tình","Buổi tối ngủ trên đồi hỏi hòn đá nhỏ 
 Con đường nào 
 Con đường nào dẫn đến một dòng sông 
 Một dòng sông 
 Mà em vẫn thường ra ngồi giặt áo 
 Và con đò 
 Và câu hò theo nước trôi xuôi 
 Buổi sáng ngồi trên rừng 
 Hỏi ngàn lá đổ 
 Con đường nào 
 Con đường nào dẫn đến một miền quê 
 Một miền quê 
 Trời hanh nắng ruộng khô cằn sỏi đá 
 Đợi mưa về 
 Đợi mưa về cho lúa đơm bông 
 Ơ hơ hớ quê mình giờ đây 
 Con sông xưa thuyền có xuôi ngược 
 Ơ hơ hớ kẽo kẹt võng đưa 
 Ơ hờ hờ tiếng ru ngọt môi 
 Thương những buổi trưa buồn 
 Hỏi mình khe khẽ 
 Con đường nào 
 Con đường nào dẫn đến những ngày xưa 
 Ngày xưa đó mẹ ra đứng 
 Cười rung làn tóc trắng 
 Tre cuối làng 
 Cầu sau vườn theo gió đong đưa 
 Buổi sáng hỏi mây trời đi hoài có rõ 
 Con đường nào 
 Con đường nào dẫn đến một ngày vui 
 Một ngày vui 
 Bầy chim sáo rủ nhau về xây tổ 
 Mưa sẽ về 
 Mưa sẽ về cho đá đơm bông 
 Ơ hơ hớ quê mình giờ đây 
 Con sông xưa thuyền có xuôi ngược 
 Ơ hơ hớ kẽo kẹt võng đưa 
 Ơ hờ hờ tiếng ru ngọt môi 
 Thương những buổi trưa buồn 
 Hỏi mình khe khẽ 
 Con đường nào 
 Con đường nào dẫn đến những ngày xưa 
 Ngày xưa đó mẹ ra đứng 
 Cười rung làn tóc trắng 
 Tre cuối làng 
 Cầu sau vườn theo gió đong đưa 
 Buổi sáng hỏi mây trời đi hoài có rõ 
 Con đường nào 
 Con đường nào dẫn đến một ngày vui 
 Một ngày vui 
 Bầy chim sáo rủ nhau về xây tổ 
 Mưa sẽ về 
 Mưa sẽ về cho đá đơm bông 
 Một ngày vui 
 Bầy chim sáo rủ nhau về xây tổ 
 Mưa sẽ về 
 Mưa sẽ về cho đá đơm bông"
11095,Người Mình Yêu Chưa Chắc Đã Yêu mình,Gil Lê,134088.0,"Việt Nam, V-Pop","Anh thường hay vẩn vơ về một người 
 Một người có ánh mắt biết cười 
 Chỉ cần mơ cũng cảm thấy rụng rời 
 Là một người chẳng quan ngại 
 Anh là ai, ở đâu, như thế nào 
 Em vẫn trao hết cho anh 
 Cứ muốn ở bên anh một đời như 
 Công chúa vốn đi bên cạnh hoàng tử 
 Rồi một ngày nắng xanh 
 Anh cũng tìm thấy em 
 Người đã giống như anh mong đợi 
 Một người có ánh mắt biết cười 
 Trái tim anh rung động 
 Trải qua bao nhiêu tháng năm 
 Anh ngỡ tình yêu ấy 
 Dài lâu đến mãi sau 
 Người mình yêu chưa chắc đã yêu mình 
 Càng muốn hiểu càng chẳng thể hiểu 
 Chạy theo ai mình muốn quan tâm nhiều 
 Càng nhận lại ít bấy nhiêu 
 Tìm được em người vốn đỗi tuyệt vời 
 Tưởng rằng cứ thế sẽ ở bên một đời 
 Nhưng chỉ anh muốn thôi 
 Biết làm sao em hỡi 
 Vì hầu như tình yêu ở trên đời 
 Càng muốn giữ cành xa cách thôi 
 Và em cũng chẳng phải ai ngoại lệ 
 Anh càng muốn với càng không tới em 
 Cả đời chỉ mong có ai thương mình 
 Chẳng toan tính chỉ muốn ở bên mình 
 Ngỡ người anh kiếm tìm chính là em 
 Nhưng chẳng phải... 
 Rồi một ngày nắng xanh 
 Anh cũng tìm thấy em 
 Người đã giống như anh mong đợi 
 Một người có ánh mắt biết cười 
 Trái tim anh rung động 
 Trải qua bao nhiêu tháng năm 
 Anh ngỡ tình yêu ấy 
 Dài lâu đến mãi sau 
 Người mình yêu chưa chắc đã yêu mình 
 Càng muốn hiểu càng chẳng thể hiểu 
 Chạy theo ai mình muốn quan tâm nhiều 
 Càng nhận lại ít bấy nhiêu 
 Tìm được em người vốn đỗi tuyệt vời 
 Tưởng rằng cứ thế sẽ ở bên một đời 
 Nhưng chỉ anh muốn thôi 
 Biết làm sao em hỡi 
 Vì hầu như tình yêu ở trên đời 
 Càng muốn giữ càng xa cách thôi 
 Và em cũng chẳng phải ai ngoại lệ 
 Anh càng muốn với càng không tới em 
 Cả đời chỉ mong có ai thương mình 
 Chẳng toan tính chỉ muốn ở bên mình 
 Ngỡ người anh kiếm tìm chính là em 
 Giọt nước mắt anh đã tuôn rơi rồi 
 Vậy mà em vẫn đi đấy thôi 
 Lời yêu ấy anh ấp ủ lâu rồi 
 Nhưng chuyện là em chỉ yêu nhất thời 
 Chỉ biết đứng khóc giữa màn mưa 
 Ngày chẳng thể giữ em được nữa 
 Anh ước được trở lại 
 Là anh của ngày xưa. 
 Người mình yêu chưa chắc đã yêu mình 
 Càng muốn hiểu càng chẳng thể hiểu 
 Chạy theo ai mình muốn quan tâm nhiều 
 Càng nhận lại ít bấy nhiêu 
 Cả đời chỉ mong có ai thương mình 
 Chẳng toan tính chỉ muốn ở bên mình 
 Ngỡ người anh kiếm tìm chính là em 
 Anh chẳng phải"
11096,NGƯỜI THỪA,Vũ Duy Khánh,134089.0,"Việt Nam, Dance Việt","Thức trọn đêm nay để nhớ thương em 
 Anh nghe tình yêu thức dậy êm đềm 
 Nhớ từng nụ cười ánh mắt 
 Nhớ lời ngọt ngào âu yếm 
 Tóc em thơm giấc ngủ dịu hiền 
 Biết giờ này em có nhớ anh không 
 Có nghe tình yêu thức dậy trong lòng 
 Đếm từng màu thời gian đến 
 Bóng hình người mình yêu mến 
 Ôi nhớ gì hơn nhớ người yêu 
 Em ơi lòng anh thì rất chân thành 
 Ước nguyện trọn đời yêu em 
 Chớ đừng giận hờn anh nhé 
 Em ơi đừng bao giờ nói chia lìa 
 Sẽ làm tội nghiệp anh lắm 
 Đã thương nhau chớ phụ tình nhau 
 Thức trọn đêm nay để nhớ thương em 
 Sương rơi lạnh câm cảnh vật im lìm 
 Ước gì mình đừng ngăn cách 
 Ước gì nhà mình chung vách 
 Hai đứa mình thức trắng đêm nay 
 Biết giờ này em có nhớ anh không 
 Có nghe tình yêu thức dậy trong lòng 
 Đếm từng màu thời gian đến 
 Bóng hình người mình yêu mến 
 Ôi nhớ gì hơn nhớ người yêu 
 Em ơi lòng anh thì rất chân thành 
 Ước nguyện trọn đời yêu em 
 Chớ đừng giận hờn anh nhé 
 Em ơi đừng bao giờ nói chia lìa 
 Sẽ làm tội nghiệp anh lắm 
 Đã thương nhau chớ phụ tình nhau 
 Thức trọn đêm nay để nhớ thương em 
 Sương rơi lạnh câm cảnh vật im lìm 
 Ước gì mình đừng ngăn cách 
 Ước gì nhà mình chung vách 
 Hai đứa mình thức trắng đêm nay 
 Ước gì mình đừng ngăn cách 
 Ước gì nhà mình chung vách 
 Hai đứa mình thức trắng đêm nay 
 Ước gì mình đừng ngăn cách 
 Ước gì nhà mình chung vách 
 Hai đứa mình thức trắng đêm nay"
11097,Niềm Tin Đặt Sai Chỗ,Trương Khải Minh,134093.0,,
11098,Nỗi Đau Ai Thấu (Tone Nữ),Trương Khải Minh,134096.0,,
11099,Phi Điểu Và Ve Sầu (Lời việt),Vũ Duy Khánh,134098.0,"Việt Nam, V-Pop","Gặp nhau quán quen khi xưa chúng ta đã hẹn 
 Từ xuân tới đông em không xuất hiện 
 Thời gian nhẫn tâm mang theo kỉ niệm 
 Nhạt nhòa tháng năm bên nhau ấm êm 
 Đoạn đường tiếp theo 
 Chỉ em bước trong ánh đèn 
 Niềm đau anh thu mình trong đêm đen 
 Ánh sáng lấp lánh cuối trời 
 Người rẽ lối ta đôi nơi 
 Dù cho muôn vì sao rơi 
 Chắp tay anh cần em thôi 
 Niềm thương anh gửi làn gió cuốn 
 Về được nơi em 
 Dù biết trước tình mình mong manh 
 Xin em một lần đừng lãng quên 
 Ánh sáng lấp lánh cuối trời 
 Người rẽ lối ta đôi nơi 
 Dù cho muôn ngàn kiếp sau 
 Chẳng thể gặp lại nhau nữa 
 Lòng mong anh ngày nào sẽ nhớ 
 Một người yêu em 
 Dù biết trước tình mình mong manh 
 Xin em một lần đừng né tránh 
 Thời gian nhẫn tâm mang theo kỉ niệm 
 Nhạt nhòa tháng năm bên nhau ấm êm 
 Đoạn đường tiếp theo 
 Chỉ em bước trong ánh đèn 
 Niềm đau anh thu mình trong đêm đen 
 Ánh sáng lấp lánh cuối trời 
 Người rẽ lối ta đôi nơi 
 Dù cho muôn vì sao rơi 
 Chắp tay anh cần em thôi 
 Niềm thương anh gửi làn gió cuốn 
 Về được nơi em 
 Dù biết trước tình mình mong manh 
 Xin em một lần đừng lãng quên 
 Ánh sáng lấp lánh cuối trời 
 Người rẽ lối ta đôi nơi 
 Dù cho muôn ngàn kiếp sau 
 Chẳng thể gặp lại nhau nữa 
 Lòng mong anh ngày nào sẽ nhớ 
 Một người yêu em 
 Dù biết trước tình mình mong manh 
 Xin em một lần đừng né tránh 
 Em đi xa nơi phương trời 
 Chỉ có mỗi anh nơi này 
 Chờ em quay về bên anh 
 Xóa nhòa mọi muộn phiền âu lo 
 Mà sao em vội vàng xa anh 
 Tình mình mong manh 
 Từng kí ức vội vàng phai nhanh 
 Trong anh giờ đây đang rất nhớ em 
 Em đi xa nơi chân trời 
 Chỉ có mỗi anh lẻ loi 
 Dạo băng qua từng phố quen 
 Nhớ ngày nào còn bên em 
 Chẳng hay anh lòng còn tơ vương 
 Một mình cô đơn 
 Để cố xóa tình này đơn phương 
 Có lẽ giờ đây ta phải xa nhau thật rồi"
11100,Phải Lòng Con Gái Bến Tre Remix,Khưu Huy Vũ ft Saka Trương Tuyền,134100.0,"Việt Nam, Dance Việt","Bậu sang phà Rạch Miễu 
 Qua lẽo đẽo theo sau 
 Đôi ánh trăng trên đầu màu 
 Hường như áo cô dâu 
 Áo bậu đỏ cánh kiến 
 Da bậu vàng phù sa 
 Mắt ngời xanh nước biển 
 Tim bậu hồng lòng qua 
 Bậu sang phà Rạch Miễu 
 Ngoe nguẩy xuống Bến Tre 
 Về Cái Mơn Lương Hòa hay là 
 Về Sơn Đốc Ba Tri 
 Guốc bậu rụng tiếng lá 
 Thoang thoảng mùi làm duyên 
 Thoáng mùi hương quá đỗi 
 Mùi tình Lục Vân Tiên 
 Đợi ánh trăng lên đầu cầu 
 Soi bước em về 
 Lòng qua như con nước 
 Lênh đênh vào trong mong nhớ 
 Vịnh Bến Tre tim bồi hồi 
 Lòng muốn theo người ơi 
 Bậu sang phà Rạch Miễu 
 Vô Chợ Giữa nhởn nhơ 
 Về Trúc Giang đang chờ hay về 
 Cù Lao Ốc trăng mơ 
 Tức bàn chân quấn quýt 
 Quanh quẩn vòng thủy chung 
 Bóng dừa vương áo mỏng 
 In đậm chùm yêu thương 
 Bậu sang phà Rạch Miễu 
 Thăm trường cũ Nam Phương 
 Lư lắc lư xe thồ 
 Chèn ơi quá dễ thương 
 Quyết lòng theo bén gót 
 Năn nỉ hoài hổng nghe 
 Ước gì đương trắc trở 
 Gặp nụ cười Bến Tre 
 Đợi ánh trăng lên đầu cầu 
 Soi bước em về 
 Lòng qua như con nước 
 Lênh đênh vào trong mong nhớ 
 Vịnh Bến Tre tim bồi hồi 
 Lòng muốn theo người ơi 
 Bậu sang phà Rạch Miễu 
 Vô Chợ Giữa nhởn nhơ 
 Về Trúc Giang đang chờ hay về 
 Cù Lao Ốc trăng mơ 
 Tức bàn chân quấn quýt 
 Quanh quẩn vòng thủy chung 
 Bóng dừa vương áo mỏng 
 In đậm chùm yêu thương 
 Bậu sang phà Rạch Miễu 
 Thăm trường cũ Nam Phương 
 Lư lắc lư xe thồ 
 Chèn ơi quá dễ thương 
 Quyết lòng theo bén gót 
 Năn nỉ hoài hổng nghe 
 Ước gì đương trắc trở 
 Gặp nụ cười Bến Tre"
